Product Title,Product Price,Product Description,Directions,Flavours,Category
Forzagen BCAA'S + Glutamine with Hydragen Complex,$26.99,"BCAAs, or Branched Chain Amino Acids, are a vital group of essential amino acids that include Leucine, Isoleucine, and Valine. These amino acids are among the most crucial of the nine essential ones for human consumption.

BCAAs make up a significant 35% of the essential amino acids found in our muscle proteins. Within this group, Leucine, Isoleucine, and Valine are of utmost importance. Additionally, BCAAs can be consumed as dietary supplements, particularly recommended during intense training or physically demanding work. They have also shown to aid in preserving lean muscle mass during recovery periods or times of inactivity.","As a dietary supplement, mix 1 scoop of BCAA in 8-10 ounces of water or with your favorite beverage, For best results, take 2 servings daily, 30 minutes before workout and / or inmediately after workout or as directed by your qualified healht consultant.","Raspberry Lemonade, Snow Cone, Pineapple",hydration
Amazing Muscle BCAA 2:1:1,$21.59,"The Amazing Muscle BCAA Branched Chain Amino Acids Dietary Supplement is an amino acids supplement full of 6,000 milligrams of BCAAs in each of its 30 servings. Consuming these muscle recovery supplements for men and women may help give you an energy boost to prolong your muscle endurance, help you build lean muscles and promote swifter healing in between workout sessions.","Mix one (1) serving of Amazing Muscle&reg; BCAA 2:1:1 with 8-12 ounces of water 30-45 minutes before, or immediately after workouts. On non-workout days, mix 1-2 servings with 8-12 ounces of water and consume on an empty stomach up two 2 times a day.","Peach Lemonade, Cherry Lemonade, Blue Rasberry, Wild Berry, Watermelon, Strawberry Lime, Pineapple, Pina Colada, Orange, Fruit Punch, Unflavored",hydration
Ryno Power Electrolytes Capsules,$28.95,Electrolyte blend in capsule form to promote hydration*,Take 2 capsules 45 minutes before activity with 6-12oz. of water. During extended activity in extreme conditions you may take 4 to 6 capsules per hour with plenty of water.,Unflavored,hydration
SNAP Supplements BCAA,$29.95,"Our unique, 100% plant-based BCAA Powder supplement blend combines the muscle-building power of branched-chain amino acids with hydrating electrolytes to help you reach your growth and performance goals more efficiently.

Maximize muscle potential*
Helps with recovery*
Improves energy*
Promotes hydration*","RECOMMENDATIONS: One scoop directly into 10-16 oz water or yourfavorite beverage. Blend, shake or briskly stir until fully dissolved.Store away from humidity, heat, and light. Do not refrigerate. If anyreactions occur, discontinue use of dietary supplement and consultyour doctor.","Peach Mango, Watermelon",hydration
Amazing Nutrition Amazing Formulas L-Arginine 1000 Mg,$14.39,"L-Arginine is a necessary amino acid for the body to make proteins. L-Arginine is found in red meat, poultry, fish, and dairy products. Once consumed, L-Arginine changes into nitric oxide. Nitric oxide is a powerful neurotransmitter that may help blood vessels relax, improving circulation. It may support cardiovascular health by improving blood flow in the arteries of the heart. L-Arginine helps the body get rid of waste, supporting healthy kidney function, immune function, and repair.","As a dietary supplement, adults take one (1) tablet up to three times daily, preferably with a meal or as directed by a health care professional.",Unflavored,hydration
Amazing Nutrition Amazing Formulas Taurine 1000 MG,$11.99,"Taurine is a compound that is known as an amino acid. It is primarily known to supports healthy neurological development. It may help regulate the amount of water and salt in the blood and helps the body to absorb nutrients much easily, giving you the perfect vehicle for the absorption of necessary nutrients in a timely manner.","As a dietary supplement, adults takes one (1) capsule daily, preferably with a meal or as directed by a health care professional.",Unflavored,hydration
Amazing Muscle Beta-Alanine 1000mg,$11.99,"BETA-ALANINE is a non-essential amino acid which raises muscle c concentrations in the body. Not only is carnosine a potent antioxidant, it heps increase endurance during high-intensity exercises. Beta-Alanine delays muscle fatigue by defending the muscles against the buildup of hydrogen ions, which can have a negative impact on muscle cells.","As a dietary supplement, take one (1) Serving of Amazing Muscle&reg; Beta-Alanine with 8-12 ounces of water 30-45 minutes before and immediately after workouts or as directed by a practitioner. On non-workouts days take 1-2 servings with 8-12 ounces of water and consume on an empty stomach up to 2 times a day.",Unflavored,hydration
Amazing Nutrition Amazing Formulas L-Glutamine 500 Mg,$13.32,"Glutamine is the most common amino acid found in your muscles - over 61% of skeletal muscle is Glutamine. Glutamine consists of 19% nitrogen, making it the primary transporter of nitrogen into your muscle cells. Glutamine plays key roles in protein metabolism, cell volumizing, and anti-catabolism. Glutamine's anti-catabolism ability prevents the breakdown of your muscles. Glutamine also helps to repair and re-build muscle.","As a dietary supplement, adults take one (1) capsule up to three times daily, preferably between meals or as direted by a health care professional.",Unflavored,hydration
Forzagen Amino Fire Essential BCAAs + Pre Workout Energy,$24.99,"AMINO FIRE will keep you anabolic, energized and mentally focused while quenching your taste buds! Essential amino acids help keep your muscles from becoming catabolic and aid in a constant state of recovery. To make it through the day, from workout to workout, activities or just your daily routine, we need to stay alert and ready to go. With our 3 state caffeine blend, you don't have to worry about the jitters, burning out or crashing. Use AMINO FIRE to get you moving in the morning, keep you primed during your day or as a pre-wourkout option, to help find that power within. LET IT BURN!",Take 1 Scoop of 9g on 8-10 oz of water or your favorite beverage,"Peach Mango, Raspberry Ice tea",hydration
Amazing Nutrition Amazing Formulas L-Citrulline 750 Mg,$19.19,"Every single capsule serving of the Amazing Nutrition L-Citrulline Dietary Supplement delivers a powerful punch of 750 milligrams of L-Citrulline. This supplement makes it simple for you to take this amino acid once daily and incorporate it easily into your daily routine. Amazing Formulas L-Citrulline supplement is bioavailable and is quickly absorbed by the body. L-Citrulline has been shown to promote cardiovascular healthy, boost your post workout recovery and improve sexual health.","As a dietary supplement, adults take one (1) capsule daily, preferably with a meal or as direted by a health care professional.",Unflavored,hydration
Musclesport Creatine + Hydration,$49.99,"Creatine + Hydration is Musclesport's unique combination of Creatinemonohydrate, Taurine, Himalayan Pink Salt, Coconut water, ourtrademarked Electro Rev™ Electrolyte complex, and Astragin™formulated for the next level of creatine utilization, cellular hydration,volumization and performance.Astragin™ has been shown to increase the absorption of Creatine by up to 33%.","SUGGESTED USE: As a dietary supplement, mix 1 serving (5 Grams) in 12-16oz of cold water. Drink one serving during and another immediately following your workout","Passion Fruit, Lemon Italian Ice",hydration
BLACKLABEL Supplements CarnoSyn Beta-Alanine,$24.99,BETA-ALANINE is a non-essential amino acid that is crucial in the production of carnosine in the body. Carnosine acts to buffer lactic acid produced during intense training lasting between 1-4 minutes which can lead to a higher peak performance in that window.,"Mix one to two scoops of BETA-ALANINE into the beverage of your choice, once per day. Or, as directed by your trainer, coach, or healthcare professional. To lower the tingly effect, you can take two to four half scoops spaced out during the day.",Unflavored,hydration
Amazing Nutrition Advanced Hydration with Himalayan Pink Salt,$29.99,"Recharge Your Energy: Our Advanced Hydration blend is your secret weapon to conquer fatigue and stay at your peak throughout the day. Packed with essential minerals, it's the ultimate source of hydration and revitalization.",Add 1 scoop of Advanced Hydration (approx. 6.95g per day) in 12 to 14 Oz. of water (recommended) into any beverage or sports bottle. Shake for 10 seconds until the formulation fully dissolves.,"Natural Wild Berry, Natural Pineapple, Natural Pina Colada, Natural Orange",hydration
6AM Run Vitamin Coffee,$19.99,"Introducing 6AM Run's Fitness Daily Multi Vitamin infused K-Cup Coffee!
Coffee with huge daily dose of multi-vitamins for extra added power, focus, AND Energy. Using our clean, pure, natural Green Tea Caffeine.

Vitamin & Energy Enhanced Coffee provides a nutrition boost, along with healthy energy from ALL natural sources. The coffee includes green tea extract and 15 vitamins and minerals, including A, B-Complex, C, D3 and E.

12 Single Serve (k)cups per box or 1lb Ground Bags","If you have whole bean coffee on hand, grind approximately 14 grams (0.5 oz) of coffee medium fine and pour this into the K-Cup. If, instead, you have pre-ground coffee, simply fill the K-Cup to just below the rim of the cup.","French Roast, Cinnamon Brew, Caramel Sea Salt",hydration
Prolab Nutrition Amino,$39.99,"Amino acids are the building blocks of muscle and are not only essential to build, protect, and maintain lean muscle tissue, they also help to regulate hormones, create antibodies, and even DNA itself.","Take 3 softgels, two times daily. Best when taken 45 minutes prior to a meal and immediately following a workout. For best absportion, take with a diluted fruit juice or other diluted carbohydrated liquid.",Unflavored,hydration
Gym Molly After Party BCAA + Hydration,$34.99,"Amino Acids are the building blocks of life and they're exactly what your body needs to recover! There are nine essential Amino Acids in total, but the most powerful Amino Acids are Branched Chain Amino Acids (BCAA's). Not all Amino Acids are created equal and Gym Molly only uses premium patented Vegan InstAminos®.

InstAminos® are a customized blend of three essential Amino acids (Leucine, Isoleucine, and Valine) that stimulate protein synthesis. InstAminos® have been proven to improve exercise performance by reducing the body's susceptibility to fatigue, muscle damage, and loss of energy.

Gym Molly BCAA's are 100% Vegan and are naturally made from Sunflowers. Gym Molly After Party BCAA's are Non-GMO and contain non-allergenic Vegan InstAminos®.","Mix 1 scoop of After Party with 12 - 16 oz of water and drink before, during, or after training","Blue Raspberry Lemonade, Strawberry Kiwi",hydration
Prolab Nutrition BCAA Plus,$39.99,BCAAs supplements are helpful for preserving muscle mass under extreme conditions.,"As a dietary supplement to aid in muscle growth and recuperation, take 6 capsules 30-60 minutes after your workout.",Unflavored,hydration
Amazing Muscle BCAA 3:1:2 with Stevia,$29.99,"The Amazing Muscle Branched Chain Amino Acids Dietary Supplement is designed to aid in before, during and after your workout by providing your body with the amino acids it needs to perform at its best. * BCAAs promotes growth and maintenance of lean muscle mass, it may help to improving exercise performance and endurance and assist in quick muscle recovery. *",Mix 1 Serving of Amazing Muscle&reg; BCAA 3:1:2 with 8-12 Ounces of water 30-45 minutes before or inmediately after workouts. On non-Workout days mix 1-2 servings with 8-12 ounces of water and consume on an empty stomach up to 2 times a day.,"Blue Rasberry, Fruit Punch, Cherry Lemonade",hydration
Amazing Nutrition Amazing Formulas L-Arginine 500 Mg,$26.64,"L-Arginine is shown to support the manufacturing of creatine, to support energy production and to help the body produce nitric oxide to increase circulation, all of which can benefit bodybuilders, powerlifters, weightlifters, exercise enthusiasts and athletes","As a dietary supplement, adults take one (1) capsule up to three times daily, preferably with a meal or as direted by a health care professional.",Unflavored,hydration
Amazing Muscle BCAA 1000mg,$23.99,"THE AMAZING MUSCLE BCAA PUNCH BCAA or Branched Chain Amino Acids are the building blocks of protein. Amino acids are necessary for growth and repair of muscles and issues. Without them, protein in the body breaks down, resulting in muscle loss. Branched Chain Amino Acids (BCAAs) Includes L-Leucinie, I-Isoleucine and L-Valine. These amino acids can be taken in supplement form before, during or after workout to help improve exercise performance and endurance in addition to potentially aiding in muscle recovery.","As a dietary supplement adults take two (2) capsules between meals, 30-45 minutes before workouts, and / or immediately after workouts.",Unflavored,hydration
Me Today Men's Daily,$24.99,"Me Today single dose, Men's Daily Multivitamins contain 26 vitamins, minerals & herbs including vitamin B6 and B12 in an easy to swallow, vegetarian capsule to support general health & wellbeing by contributing to normal function of the immune system.*

Formulated for your busy lifestyle with a blend of antioxidants from lycopene, eleuthero and ginseng. Highly absorbable formulation.

Each jar contains 60 capsules which is approx 2 months supply. Recommended dose is 1 capsule/day.","Adults to take 1 vegetarian capsule daily with food or as directed by your healthcare professional, and in conjunction with a healthy balanced diet.",Unflavored,hydration
Codeage Men's Fermented Multivitamin 25+ Vitamins & Minerals,$34.99,"Codeage Men's Fermented Multivitamin 25+ Vitamins & Minerals supplement is an all-in-one daily supplement designed for men. It provides a blend of essential vitamins, including A, B6, B12, C, D3, E, and K2, coupled with elements such as biotin, folate, iodine, omega-3, and lutein. Going beyond traditional multivitamins, this formula includes whole foods, fermented herbs, and organic ingredients such as ginger, beet, and mushrooms. Additionally, it incorporates probiotics and digestive enzymes, along with ingredients like organic turmeric and black pepper powder. Manufactured in the USA in a cGMP-certified facility, this vegan, non-GMO multivitamin emphasizes quality and purity.",Adults take 4 capsules daily with 8 ounces of water or your favorite beverage. May be taken with or without food. Not intended for children.,,Multi vitamins
Performance Inspired Nutrition Whole Food Multi Vitamin,$27.99,"This Whole Food high potency and science-based formula is designed for the dedicated health enthusiast who demands value in a natural and robust formula.  

Compare our natural whole food Multi Vitamin that is loaded with 1 billion CFU of probiotics and branch chain aino acids. Plus, it's made with Whole Food Concentrates. Performance Inspired added Energizing Herbal Complex to help you power through your day and feel great!",Take 2 tablets daily as a dietary supplement.,Unflavored,Multi vitamins
Me Today Women's Daily,$14.99,"Me Today's single dose Women's Daily Multivitamins are easy to swallow vegetarian capsules containing 27 vitamins, minerals & herbs including vitamin B6 and B12 to support general health & wellbeing by contributing to normal function of the immune system*

Formulated for your busy lifestyle with a blend of antioxidants including cranberry, grapeseed and ginkgo. With vitamins D3, C and zinc. Highly absorbable.

Recommended dose is 1 capsule/day.","Adults to take 1 vegetarian capsule daily with food or as directed by your healthcare professional, and in conjunction with a healthy balanced diet.",Unflavored,Multi vitamins
SNAP Supplements Daily Vitamin - Men's,$21.95,"A well-formulated blend of botanicals, nutrients, and minerals to ensure adequate foundational nutrition for healthy energy and vitality.

Nutrients for energy
Antioxidant boosting
Men's nourishing health blend
Organic veggie superfoods","RECOMMENDATIONS: As a dietary supplement,take two (2) capsules with food or as directedby your medical provider. Store away fromhumidity, heat, and light. Do not refrigerate. Ifany reactions occur, discontinue use of dietarysupplement and consult your doctor",Unflavored,Multi vitamins
Splash Candy Daily Chews Multivitamin,$11.99,"Daily Chews have been formulated with key nutrients like B Vitamins, Vitamin C and Zinc to support overall health. One dose a day keeps the body at bay.",Take two (2) gummies once a day as a dietary supplement.,Strawberry,Multi vitamins
Me Today Energize,$24.99,"Our single dose, premium quality vegan formula is based on scientific and traditional evidence, containing high strength B vitamins (B2, B3, B5, B6 & B12) that contribute to normal energy-yielding metabolism and to the reduction of tiredness and fatigue, vitamin C and Zinc which contributes to the normal function of the immune system plus adaptogenic herbs Siberian Ginseng and Ashwagandha. This formulation can support your energy production, vital during stressful times. *

Each jar contains 60 capsules which is approx 2 months supply. Recommended dose is 1 capsule/day.","Adults to take 1 vegetarian capsule daily with food or as directed by your healthcare professional, and in conjunction with a healthy balanced diet.",Unflavored,Multi vitamins
Amazing Nutrition Amazing Formulas Men's One Multiple,$24.29,"Amazing Nutrition Men's One Multiple- Food Based MultivitaminAmazing Nutrition Men's One Multiple is a food Based multivitamin combining many different vitamins that are normally found in foods and other natural sources. Multivitamins are used to provide vitamins that are not taken in through the diet. Food Based Multi-vitamins may have added benefits as they combined with powdered foods. We basically break down vegetables, fruits, and other food ingredients, add vitamins, and formulate that into tablets. Food based multivitamins may be absorbed more effectively by the body.","As a dietary supplement, adults take one (1) softgel daily with a meal or as directed by a health care professional",Unflavored,Multi vitamins
Codeage Women's Fermented Multivitamin Supplement,$34.99,"All-in-one women multivitamin supplement including vitamin A, B6, B12, C, D, E, and K2Biotin, folate, iodine, CoQ10, selenium, and luteinZinc, magnesium, omega-3, calcium, along with activated mineralsPantothenic acid, copper, manganese, and potassiumThis formula also provides calcium for womenPowered with real whole foods vitamins and organic herbsWomen's blend with a combination of organic amla berry, boron, camu camu, chia seed, turmeric, reishi mushroom, holy basil, sage, and moreThese vitamins for women also feature probiotics and enzymesOrganic veggies and fruitsFormulated with certain specific vitamins, minerals, and nutrients that individually may help support the immune system, metabolism, muscles, bone health, heart, vision, skin, and hair health.*Codeage multivitamin for women is veganNon-GMO, dairy, soy, and gluten-freeThird-party testedManufactured in the USA in a cGMP-certified facilityAlso exists for men and teens",Adults take 4 capsules daily with 8 ounces of water or your favorite beverage. May be taken with or without food. Not intended for children.,,Multi vitamins
SNAP Supplements Men's Hair Tonic,$26.95,"*Packaging May Vary* Promote hair, skin, and nail growth with healthy ingredients. Get to the root of the issue with supplementing any nutrient deficiencies in your body. Nourish Hair, Skin, & Nails* Supports Growth* Promotes Strength*","WARNING: Do not exceed daily dosage. Thisproduct should only be taken by healthy individualsat least 18 years of age or older. Consult yourhealthcare provider if you are pregnant or nursing,or have any other medical concerns. You shouldnot take this product with alcohol. Keep out ofreach of children.",Unflavored,Multi vitamins
Amazing Nutrition Amazing Formulas Women's One Multiple,$24.29,"Amazing Nutrition Women's One Multiple is a food Based multivitamin combining many different vitamins that are normally found in foods and other natural sources. Multivitamins are used to provide vitamins that may not be received by the body in sufficient quantities through the diet. Food Based Multi-vitamins may have added benefits as they are combined with powdered foods. We basically break down vegetables, fruits, and other food ingredients, add vitamins, and formulate that into tablets. Food based multivitamins may be absorbed more effectively by the body.BENEFITS:-Just one tablet of Amazing Nutrition Women's one multiple taken daily may serve as a great way to provide nutrients that a women's body need to stay healthy and active.","As a dietary supplement, adults take one (1) softgel daily with a meal or as directed by a health care professional",Unflavored,Multi vitamins
Codeage Grass-Fed Bone Marrow Supplement,$39.99,"3,000 mg of grass-fed bone per serving
Pastured raised beef & grass fed in Argentina
Freeze dried, non-defatted, and desiccated
Bone Matrix, cartilage & raw whole bone marrow
Whole bone extracts can offer a source of specialized cells, collagen, growth factors, fat soluble activators, trace minerals, and glycosaminoglycans*
Non-GMO, gluten and hormones free
Free of any fillers, binders, or flow agents
Made in the USA in a cGMP certified facility
Third party tested
1 month supply
Easy to use capsules",Adults take 6 capsules daily as directed by a healthcare professional with 8 ounces of water or your favorite beverage. May be taken with or without food.,,Multi vitamins
Codeage Grass-Fed Beef Spleen Glandular Supplement,$39.99,"1,500 mg of grass-fed bovine spleen per serving
Pastured raised beef & grass fed in Argentina
Freeze dried, non-defatted, and desiccated beef spleen glandulars supplement
Source of vitamins and nutrients in the spleen tissue
Non-GMO, gluten and hormones free
Free of any fillers, binders, or flow agents
Made in the USA in a cGMP certified facility
Third party tested
1 month supply
Easy to use capsules",Adults take 3 to 6 capsules daily as directed by a healthcare professional with 8 ounces of water or your favorite beverage. May be taken with or without food.,,Multi vitamins
Ancient Nutrition Ancient Nutrients - Women's Once Daily Multi,$29.95,"Designed to fill the nutrient gaps in the modern diet, this once daily multivitamin for women under 40 is expertly formulated with vitamins, minerals and time-tested superfood ingredients.",Adults take 1 capsule per day with 8 oz of water or your favorite beverage.Can be taken with or without food.,Unflavored,Multi vitamins
Bodybuilding.com Signature Greens,$29.99,"Getting full servings of all the necessary fruits and vegetables every day can be a challenge. Make your life easier by getting full servings of ingredients like broccoli, artichoke, wheatgrass, and more with Signature Greens.",Directions for Use: Mix 1 level scoop of Signature Greens with 8oz. of water or your favorite beverage and consume once daily.,"Mixed Berry, Mango Pineapple",Multi vitamins
6AM Run Super Greens,$27.99,"6AM Run Super Greens is the ultimate nutrient-dense superfood powder. You can enjoy over 30 nutrient rich greens and super fruits in a delicious berry flavored drink that helps boost your immune system, reduces inflammation, detoxifies toxins and promotes healthy digestion when taken daily. It's the perfect way to start your day.","Stir 1 Scoop with 6-8 oz of Cold Water and consume in the morning and/or between meals. Pre-Workout, take 1 or more servings 20-30 minutes before activity. Post Training take one or more servings after finishing activity.",Mixed Berry,GREENS & SUPER FOODS
Feel Good Organic Maca Root Powder,$29.99,Maca Powder for energy & libido*,Blend 1 tsp into a superfood smoothie.,Natural,GREENS & SUPER FOODS
Feel Good Organic Matcha Tea Powder,$24.99,Matcha powder to provide antioxidants including EGCGs to maintain a healthy immune system*,"Add 1 tsp (3g) to a superfood smoothie, stir into yogurt or use in baked goods or other recipes for a healthy boost.",Natural,GREENS & SUPER FOODS
Feel Good Organic Spirulina Powder,$29.99,Spirulina powder for immune system & cognitive support*,Blend 1 tsp into a superfood smoothie.,Natural,GREENS & SUPER FOODS
Performance Inspired Nutrition Better Beet Powder,$23.99,"Enjoy the benefits of our highly concentrated, quality beet formula at a better price. Our Better Beet powder is a better value superfood and is 100% certified organic beet, non-GMO, and is soy and gluten free. Plus, it's delicious!
Our Better Beet is natural because artificial flavors, colors, and sweeteners have no place in a true superfood! PI uses only honest formulas and marketing!
This beet powder is formulated by nature to provide optimum levels of essential nitric oxide. Healthy nitric oxide levels support your cardiovascular health, blood pressure, circulation, energy, and so much more. Nitric oxide supports the maintenance of healthy blood pressure and overall cardiovascular health by relaxing and dilating arteries, which promotes healthy circulation. Our Better Beet powder comes in a natural and delicious apple flavor.",Mix one scoop with 8 ounces of your favorite liquid.,Apple,GREENS & SUPER FOODS
Feel Good Organic Fortified Turmeric Powder,$19.99,"Turmeric powder for cooking, smoothies or drinks",Use as a spice in savory dishes or blend 1 tsp into a smoothie,Natural,GREENS & SUPER FOODS
Nourish + Bloom Coffee - Mushroom Infusion,$11.99,"*Ground Coffee Mushroom Infusion*
Mushroom Infusion Coffee combines chaga and lions mane mushrooms with dark roast coffee for a boosted nootropic blend.",Consume 1-2 tbsp of coffee in hot water.,Mushroom Infusion,GREENS & SUPER FOODS
REMIX Nutrition Shroom Sync Mushroom Complex,$19.99,"Shroom Sync combines 10 of the top most powerful medicinal mushrooms all in one easy-to-swallow capsule. Mushrooms have been proven to enhance congitive performance, aid in mood support as well as promote gut wellness.*","As a dietary supplement, take two (2) vegetable capsules once a day. For best results, take 20-30 min before a meal with an 8oz. glass of water.",Unflavored,GREENS & SUPER FOODS
Legion Genesis Green Superfood Powder,$59.99,"Get the only 100% natural greens supplement with clinically effective doses of five scientifically proven ingredients for better energy levels, mood, libido, cardiovascular health, and immunity.",Mix with 8 oz of water,"Acai Berry, Original",GREENS & SUPER FOODS
Nourish + Bloom Greens Detox,$31.99,"This whole-food blend empowers the body through fruits and vegetables, organic grasses, adaptogens, immune-boosting herbs, plant extracts, and enzymes. It also contains botanical extracts designed to fuel the body with broad-spectrum nutrients for optimal mental and physical functionality.","Adults mix two (2) teaspoons into 8 oz. of apple juice or other favorite liquid, or use as directed by a health care professional.",Natural Flavor,GREENS & SUPER FOODS
SNAP Supplements Collagen + Super Greens,$42.95,"The elasticity of your skin, the health of your nails and skin depend greatly on your diet, the quality of proteins like collagen and other natural ingredients.

Healthy Hair Skin & Nails*
Detox Support*
Supports Healthy Immune System*
Probiotics for Gut Health*","SUGGESTED USE: One scoop directly into 6–8 oz hot/cold wateror your favorite beverage. Blend, shake or briskly stir until fullydissolved. Store away from humidity, heat, and light. Do notrefrigerate. If any reactions occur, discontinue use of dietarysupplement and consult your doctor.",Greens,GREENS & SUPER FOODS
Codeage Instantfood Easy Veggies Daily Veggie Blend Supplement,$29.99,"Features over 15 vegetables per serving including broccoli, spinach, organic green cabbage, wheatgrass, kale, cauliflower, celery, tomato, carrot, zucchini, cauliflower, brussels sprout, and more
Leafy and dark green vegetables, starchy & non starchy-vegetables whole-food extracts all-in-one
Instantfood vegetable vitamins delivery with superfood green foods extracts
Easy-to-take greens vitamins daily pills
Rich in fibers, nutrients, and minerals
Whole food
Plant-based
Non-GMO, dairy, soy, gluten, wheat & yeast-free
Free of carriers, fillers & artificial ingredients
Manufactured in the USA
Third party tested
Contains no fillers, artificial flavors, colors, sweeteners or preservatives
Can be paired with Instantfood Fast Fruits","Take 3 capsules daily with 8 ounces of water or your favorite beverage. May be taken with or without food.CAUTION: Do not exceed recommended dose. Pregnant, nursing mothers, children under 18 and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Please use caution if you have allergies or sensitivities to any of the listed ingredients. Keep out of reach of children and pets. Do not use if safety seal is damaged or missing. Store in a cool dry place. Use this product as a food supplement only. Do not use for weight reduction.",,GREENS & SUPER FOODS
Codeage Instantfood Five a Day Fruits + Vegetables In 1 Capsule,$29.99,"Codeage Instantfood Five A Day Fruits + Vegetables In 1 Capsule offers the equivalent of 5 servings of fruits and veggies phytonutrients in one single capsule.Codeage 5 a Day offers a convenient way to add veggies, fruits & berries phytonutrients all in one. The World Health Organization (WHO), the CDC, and many countries recommend eating at least 5 portions of a variety of fruits and veggies every day as part of your daily regimen. Several fruits and veggies are rich in phytonutrients. Codeage fruit and veggie supplements offer a vegan formula and a whole food blend that combines 15 fruits and veggies phytonutrients all in one. Codeage 5 A Day combines 8 fruits and berries such as strawberry, blueberry, grape seed, raspberry, prune, cranberry, and tart cherry extracts. It also features 7 green foods including broccoli, onion, tomato, carrot, spinach, kale, and Brussels sprout extracts. Codeage fruit and veggie vitamins and dietary supplement is vegan and non-GMO. This fruit & vegetable vitamin formula is also keto-friendly, soy-free, dairy-free, and gluten-free. Codeage products are manufactured in the USA in cGMP-certified facilities with global ingredients. This fruit and veggie vitamin supplement is also free of carriers & artificial ingredients. Each bottle of Codeage fruit & vegetable vitamins bottle comes with 1 month of supply.",Take 1 capsule daily with 8 ounces of water or your favorite beverage. May be taken with or without food.,,GREENS & SUPER FOODS
"Performance Inspired Nutrition Greens for Life - Organic Greens, Mushrooms, & Superfoods",$39.99,"PI's new Greens for Life is a beneficial greens powder with a mushroom blend and probiotics. Our blend is high in iron, low in carbs, low in calories, and contains organic ingredients such as spirulina, wheat grass, barley, spinach, kale, broccoli, and more.

We added a blend of organic mushrooms for an additional boost to help support the immune system, protect against diseases, offer anti-inflammatory benefits, and reduce fatigue.

Just one scoop contains one billion BioCore probiotics to help you increase your energy, maintain healthier skin, aid in weight loss, and fight off viruses.","Mix one scoop with 8-12 oz (based on your personal preference for sweetness) of cold water and enjoy!*Can be enjoyed any time of day, however, drinking in the morning will give you an energy boost for the day & is the most efficient time to take full advantage of the power of a greens powder.",Raspberry,GREENS & SUPER FOODS
Nourish + Bloom Coffee - Manuka Honey,$11.99,"*Whole Bean Coffee with Manuka Honey*
Our Manuka Honey Coffee is made with medium-dark roasted Arabica beans glazed in authentic Manuka honey from New Zealand. It also provides anti-bacterial, anti-viral, and anti-inflammatory effects to the body.",Consume 1-2 tbsp of coffee in hot water.,Manuka Honey,GREENS & SUPER FOODS
Nourish + Bloom Organic Mushroom,$31.99,"Features six different types of organically grown mushrooms, with add prebiotic to provide maximum bioavailability, digestion, and absorption.",Take one scoop daily mixed into food or drinks or as directed by a health professional.,Natural Flavor,GREENS & SUPER FOODS
,,,,,GREENS & SUPER FOODS
SNAP Supplements Olive Leaf Extract,$19.95,"Concentrated oleuropein is derived from the Mediterranean olive tree and is the basis of centuries-old traditional medicine. This incredible herbal medicine provides immune support and dense antioxidant protection from free radical damage.*

Immune Health*
Heart Health*
Antioxidant Power*
Cellular Recovery*","RECOMMENDATIONS: As a dietary supplement, take 1 capsule with foodup to 2 times per day or as directed by your medical provider. Store awayfrom humidity, heat, and light. Do not refrigerate. If any reactions occur,discontinue use of dietary supplement and consult your doctor.",Unflavored,GREENS & SUPER FOODS
